variable_name,datasets_involved,conflict_type,evidence,proposed_change,risk_note
log_higher_emp_pub,segregation_blockdata_urban_200.dta,derivable,log_higher_emp_pub matches log_<base> and base variable higher_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_emp_pub,segregation_blockdata_urban_4000.dta,derivable,log_higher_emp_pub matches log_<base> and base variable higher_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_emp_pub,segregation_citydata_rural_200.dta,derivable,log_higher_emp_pub matches log_<base> and base variable higher_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_emp_pub,segregation_citydata_urban_200.dta,derivable,log_higher_emp_pub matches log_<base> and base variable higher_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_emp_pub,segregation_citydata_urban_4000.dta,derivable,log_higher_emp_pub matches log_<base> and base variable higher_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_blockdata_rural_200.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_blockdata_rural_4000.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_blockdata_urban_200.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_blockdata_urban_4000.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_citydata_rural_200.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_citydata_urban_200.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_priv,segregation_citydata_urban_4000.dta,derivable,log_higher_priv matches log_<base> and base variable higher_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_blockdata_rural_200.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_blockdata_rural_4000.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_blockdata_urban_200.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_blockdata_urban_4000.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_citydata_rural_200.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_citydata_urban_200.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_higher_pub,segregation_citydata_urban_4000.dta,derivable,log_higher_pub matches log_<base> and base variable higher_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_blockdata_rural_200.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_blockdata_rural_4000.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_blockdata_urban_200.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_blockdata_urban_4000.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_citydata_rural_200.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_citydata_urban_200.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital,segregation_citydata_urban_4000.dta,derivable,log_hospital matches log_<base> and base variable hospital exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_blockdata_rural_200.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_blockdata_rural_4000.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_blockdata_urban_200.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_blockdata_urban_4000.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_citydata_rural_200.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_citydata_urban_200.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_priv,segregation_citydata_urban_4000.dta,derivable,log_hospital_emp_priv matches log_<base> and base variable hospital_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_blockdata_rural_200.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_blockdata_rural_4000.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_blockdata_urban_200.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_blockdata_urban_4000.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_citydata_rural_200.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_citydata_urban_200.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_emp_pub,segregation_citydata_urban_4000.dta,derivable,log_hospital_emp_pub matches log_<base> and base variable hospital_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_blockdata_rural_200.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_blockdata_rural_4000.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_blockdata_urban_200.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_blockdata_urban_4000.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_citydata_rural_200.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_citydata_urban_200.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_priv,segregation_citydata_urban_4000.dta,derivable,log_hospital_priv matches log_<base> and base variable hospital_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_blockdata_rural_200.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_blockdata_rural_4000.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_blockdata_urban_200.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_blockdata_urban_4000.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_citydata_rural_200.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_citydata_urban_200.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_hospital_pub,segregation_citydata_urban_4000.dta,derivable,log_hospital_pub matches log_<base> and base variable hospital_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_blockdata_rural_200.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_blockdata_rural_4000.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_blockdata_urban_200.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_blockdata_urban_4000.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_citydata_rural_200.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_citydata_urban_200.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary,segregation_citydata_urban_4000.dta,derivable,log_primary matches log_<base> and base variable primary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_blockdata_rural_200.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_blockdata_rural_4000.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_blockdata_urban_200.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_blockdata_urban_4000.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_citydata_rural_200.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_citydata_urban_200.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_priv,segregation_citydata_urban_4000.dta,derivable,log_primary_emp_priv matches log_<base> and base variable primary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_blockdata_rural_200.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_blockdata_rural_4000.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_blockdata_urban_200.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_blockdata_urban_4000.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_citydata_rural_200.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_citydata_urban_200.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_emp_pub,segregation_citydata_urban_4000.dta,derivable,log_primary_emp_pub matches log_<base> and base variable primary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_blockdata_rural_200.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_blockdata_rural_4000.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_blockdata_urban_200.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_blockdata_urban_4000.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_citydata_rural_200.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_citydata_urban_200.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_priv,segregation_citydata_urban_4000.dta,derivable,log_primary_priv matches log_<base> and base variable primary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_blockdata_rural_200.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_blockdata_rural_4000.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_blockdata_urban_200.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_blockdata_urban_4000.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_citydata_rural_200.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_citydata_urban_200.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub,segregation_citydata_urban_4000.dta,derivable,log_primary_pub matches log_<base> and base variable primary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub_pc11,segregation_citydata_rural_200.dta,derivable,log_primary_pub_pc11 matches log_<base> and base variable primary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub_pc11,segregation_citydata_urban_200.dta,derivable,log_primary_pub_pc11 matches log_<base> and base variable primary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_primary_pub_pc11,segregation_citydata_urban_4000.dta,derivable,log_primary_pub_pc11 matches log_<base> and base variable primary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_blockdata_rural_200.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_blockdata_rural_4000.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_blockdata_urban_200.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_blockdata_urban_4000.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_citydata_rural_200.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_citydata_urban_200.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary,segregation_citydata_urban_4000.dta,derivable,log_secondary matches log_<base> and base variable secondary exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_blockdata_rural_200.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_blockdata_rural_4000.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_blockdata_urban_200.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_blockdata_urban_4000.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_citydata_rural_200.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_citydata_urban_200.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_priv,segregation_citydata_urban_4000.dta,derivable,log_secondary_emp_priv matches log_<base> and base variable secondary_emp_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_blockdata_rural_200.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_blockdata_rural_4000.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_blockdata_urban_200.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_blockdata_urban_4000.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_citydata_rural_200.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_citydata_urban_200.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_emp_pub,segregation_citydata_urban_4000.dta,derivable,log_secondary_emp_pub matches log_<base> and base variable secondary_emp_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_blockdata_rural_200.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_blockdata_rural_4000.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_blockdata_urban_200.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_blockdata_urban_4000.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_citydata_rural_200.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_citydata_urban_200.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_priv,segregation_citydata_urban_4000.dta,derivable,log_secondary_priv matches log_<base> and base variable secondary_priv exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_blockdata_rural_200.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_blockdata_rural_4000.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_blockdata_urban_200.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_blockdata_urban_4000.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
